product_id,product_name,sku,category,brand,price,discount_percent,stock_quantity,description,rating,is_active,created_at
2138,Mouse Model 399,SKU-102138,Computer Accessories,Samsung,33,12,877,Mouse Model 399 by Samsung,2.6,TRUE,2024-02-05T07:11:55.174
2139,Headphone Model 693,SKU-102139,Audio,Xiaomi,249,33,765,Headphone Model 693 by Xiaomi,3.2,TRUE,2024-12-08T07:11:55.174
2140,Printer Model 974,SKU-102140,Office Equipment,Asus,682,48,842,Printer Model 974 by Asus,1.1,FALSE,2023-11-22T07:11:55.174
2141,Smart Watch Model 399,SKU-102141,Wearables,Asus,545,22,840,Smart Watch Model 399 by Asus,3.4,TRUE,2025-11-22T07:11:55.174
2142,Smart Watch Model 131,SKU-102142,Wearables,Sony,513,19,725,Smart Watch Model 131 by Sony,4,TRUE,2024-09-20T07:11:55.174
2143,Headphone Model 865,SKU-102143,Audio,Dell,376,41,317,Headphone Model 865 by Dell,4,TRUE,2023-05-08T07:11:55.174
2144,Keyboard Model 438,SKU-102144,Computer Accessories,Logitech,129,44,980,Keyboard Model 438 by Logitech,2.2,TRUE,2023-05-07T07:11:55.174
2145,Monitor Model 816,SKU-102145,Computer Accessories,Xiaomi,311,49,560,Monitor Model 816 by Xiaomi,2.1,TRUE,2025-07-21T07:11:55.174
2146,Laptop Model 230,SKU-102146,Laptops,Dell,2644,9,510,Laptop Model 230 by Dell,4.8,TRUE,2024-02-28T07:11:55.174
2147,Monitor Model 275,SKU-102147,Computer Accessories,Apple,179,9,743,Monitor Model 275 by Apple,2.7,FALSE,2023-09-10T07:11:55.174
2148,Headphone Model 723,SKU-102148,Audio,Lenovo,100,6,354,Headphone Model 723 by Lenovo,3,TRUE,2023-11-09T07:11:55.174
2149,Smart Watch Model 185,SKU-102149,Wearables,Logitech,579,23,386,Smart Watch Model 185 by Logitech,2.6,FALSE,2024-02-26T07:11:55.174
2150,Laptop Model 341,SKU-102150,Laptops,HP,1593,5,777,Laptop Model 341 by HP,4.8,TRUE,2023-07-12T07:11:55.174
2151,Smart Watch Model 910,SKU-102151,Wearables,Dell,234,38,933,Smart Watch Model 910 by Dell,1.3,TRUE,2023-07-08T07:11:55.174
2152,Camera Model 569,SKU-102152,Cameras,Lenovo,1687,46,685,Camera Model 569 by Lenovo,4.5,TRUE,2023-09-21T07:11:55.174
2153,Tablet Model 474,SKU-102153,Tablets,Xiaomi,1067,11,0,Tablet Model 474 by Xiaomi,3.4,TRUE,2024-02-23T07:11:55.174
2154,Smartphone Model 280,SKU-102154,Mobile Phones,Xiaomi,465,2,41,Smartphone Model 280 by Xiaomi,1.8,TRUE,2025-02-19T07:11:55.174
2155,Smartphone Model 323,SKU-102155,Mobile Phones,Dell,417,19,45,Smartphone Model 323 by Dell,2.1,TRUE,2024-09-24T07:11:55.174
2156,Printer Model 342,SKU-102156,Office Equipment,Logitech,410,16,389,Printer Model 342 by Logitech,2,TRUE,2025-01-24T07:11:55.174
2157,Smartphone Model 525,SKU-102157,Mobile Phones,Logitech,521,25,550,Smartphone Model 525 by Logitech,1.5,TRUE,2024-09-14T07:11:55.174
2158,Printer Model 101,SKU-102158,Office Equipment,Xiaomi,653,9,439,Printer Model 101 by Xiaomi,4.5,TRUE,2025-02-09T07:11:55.174
2159,Keyboard Model 788,SKU-102159,Computer Accessories,Sony,73,30,541,Keyboard Model 788 by Sony,2.1,TRUE,2025-12-16T07:11:55.174
2160,Keyboard Model 343,SKU-102160,Computer Accessories,Lenovo,104,13,612,Keyboard Model 343 by Lenovo,4.1,TRUE,2023-06-09T07:11:55.174
2161,Mouse Model 721,SKU-102161,Computer Accessories,HP,141,33,796,Mouse Model 721 by HP,4.4,TRUE,2024-12-14T07:11:55.174
2162,Laptop Model 832,SKU-102162,Laptops,Sony,3070,13,21,Laptop Model 832 by Sony,4.6,TRUE,2024-09-17T07:11:55.174
2163,Smartphone Model 263,SKU-102163,Mobile Phones,Samsung,1366,36,694,Smartphone Model 263 by Samsung,3.1,TRUE,2025-05-19T07:11:55.174
2164,Smartphone Model 568,SKU-102164,Mobile Phones,Samsung,1053,13,792,Smartphone Model 568 by Samsung,3.4,TRUE,2023-05-25T07:11:55.174
2165,Mouse Model 139,SKU-102165,Computer Accessories,Samsung,121,4,413,Mouse Model 139 by Samsung,3.8,FALSE,2025-12-18T07:11:55.174
2166,Camera Model 289,SKU-102166,Cameras,Acer,1664,29,495,Camera Model 289 by Acer,4.5,TRUE,2025-12-13T07:11:55.174
2167,Tablet Model 140,SKU-102167,Tablets,Acer,1173,30,784,Tablet Model 140 by Acer,2.8,TRUE,2023-05-23T07:11:55.174
2168,Headphone Model 168,SKU-102168,Audio,Dell,197,14,552,Headphone Model 168 by Dell,3.3,TRUE,2024-06-16T07:11:55.174
2169,Smartphone Model 326,SKU-102169,Mobile Phones,Apple,950,30,113,Smartphone Model 326 by Apple,2.5,TRUE,2025-10-13T07:11:55.174
2170,Keyboard Model 881,SKU-102170,Computer Accessories,Logitech,61,27,659,Keyboard Model 881 by Logitech,2.1,TRUE,2024-03-02T07:11:55.174
2171,Tablet Model 409,SKU-102171,Tablets,Lenovo,777,4,414,Tablet Model 409 by Lenovo,4.3,TRUE,2025-07-14T07:11:55.174
2172,Keyboard Model 750,SKU-102172,Computer Accessories,Dell,137,15,953,Keyboard Model 750 by Dell,1.7,TRUE,2025-08-05T07:11:55.174
2173,Smartphone Model 359,SKU-102173,Mobile Phones,Samsung,1338,47,419,Smartphone Model 359 by Samsung,3.3,TRUE,2025-07-15T07:11:55.174
2174,Tablet Model 446,SKU-102174,Tablets,Logitech,683,42,625,Tablet Model 446 by Logitech,2.4,TRUE,2025-02-02T07:11:55.174
2175,Laptop Model 511,SKU-102175,Laptops,Samsung,1059,39,727,Laptop Model 511 by Samsung,3.1,FALSE,2025-10-13T07:11:55.174
2176,Keyboard Model 872,SKU-102176,Computer Accessories,Lenovo,301,25,962,Keyboard Model 872 by Lenovo,4.8,TRUE,2025-06-02T07:11:55.174
2177,Printer Model 226,SKU-102177,Office Equipment,Logitech,444,31,87,Printer Model 226 by Logitech,4.9,FALSE,2025-12-19T07:11:55.174
2178,Tablet Model 946,SKU-102178,Tablets,Acer,1039,30,62,Tablet Model 946 by Acer,1.4,TRUE,2024-05-15T07:11:55.174
2179,Printer Model 806,SKU-102179,Office Equipment,Apple,723,34,297,Printer Model 806 by Apple,2.1,FALSE,2024-02-08T07:11:55.174
2180,Laptop Model 246,SKU-102180,Laptops,Asus,3070,28,331,Laptop Model 246 by Asus,2.3,TRUE,2025-01-08T07:11:55.174
2181,Mouse Model 158,SKU-102181,Computer Accessories,Dell,198,40,516,Mouse Model 158 by Dell,4.3,TRUE,2024-03-05T07:11:55.174
2182,Monitor Model 359,SKU-102182,Computer Accessories,Sony,286,7,883,Monitor Model 359 by Sony,2.2,TRUE,2024-07-31T07:11:55.174
2183,Smartphone Model 693,SKU-102183,Mobile Phones,Dell,540,27,243,Smartphone Model 693 by Dell,4.3,TRUE,2024-11-27T07:11:55.174
2184,Mouse Model 356,SKU-102184,Computer Accessories,Sony,97,45,748,Mouse Model 356 by Sony,3.3,TRUE,2025-06-13T07:11:55.174
2185,Smartphone Model 683,SKU-102185,Mobile Phones,Sony,851,25,577,Smartphone Model 683 by Sony,1.7,FALSE,2025-10-08T07:11:55.174
2186,Mouse Model 501,SKU-102186,Computer Accessories,Sony,86,9,971,Mouse Model 501 by Sony,3.3,TRUE,2025-08-28T07:11:55.174
2187,Laptop Model 672,SKU-102187,Laptops,Acer,1242,25,70,Laptop Model 672 by Acer,4.9,TRUE,2024-09-05T07:11:55.174
2188,Printer Model 672,SKU-102188,Office Equipment,Apple,289,33,240,Printer Model 672 by Apple,2.9,TRUE,2023-12-14T07:11:55.174
2189,Keyboard Model 427,SKU-102189,Computer Accessories,HP,51,44,55,Keyboard Model 427 by HP,1.5,TRUE,2025-08-17T07:11:55.176
2190,Monitor Model 216,SKU-102190,Computer Accessories,Samsung,211,18,273,Monitor Model 216 by Samsung,2.6,FALSE,2024-12-11T07:11:55.176
2191,Smartphone Model 219,SKU-102191,Mobile Phones,Asus,307,6,455,Smartphone Model 219 by Asus,3.4,TRUE,2025-06-02T07:11:55.176
2192,Headphone Model 604,SKU-102192,Audio,Dell,272,48,505,Headphone Model 604 by Dell,3,TRUE,2024-02-12T07:11:55.176
2193,Printer Model 950,SKU-102193,Office Equipment,Apple,354,30,530,Printer Model 950 by Apple,3.7,TRUE,2023-05-09T07:11:55.176
2194,Laptop Model 998,SKU-102194,Laptops,Apple,2001,11,711,Laptop Model 998 by Apple,1.9,TRUE,2024-10-20T07:11:55.176
2195,Headphone Model 356,SKU-102195,Audio,Xiaomi,369,1,172,Headphone Model 356 by Xiaomi,4.2,TRUE,2025-07-10T07:11:55.176
2196,Smartphone Model 924,SKU-102196,Mobile Phones,Dell,621,42,285,Smartphone Model 924 by Dell,1.3,TRUE,2025-10-30T07:11:55.176
2197,Monitor Model 370,SKU-102197,Computer Accessories,Logitech,163,22,517,Monitor Model 370 by Logitech,1.1,TRUE,2025-02-11T07:11:55.176
2198,Monitor Model 398,SKU-102198,Computer Accessories,HP,200,2,731,Monitor Model 398 by HP,3.4,TRUE,2025-09-24T07:11:55.176
2199,Camera Model 882,SKU-102199,Cameras,Apple,2137,41,961,Camera Model 882 by Apple,3.8,TRUE,2025-03-17T07:11:55.176
2200,Tablet Model 365,SKU-102200,Tablets,Apple,493,26,71,Tablet Model 365 by Apple,4.4,TRUE,2023-07-23T07:11:55.176
2201,Headphone Model 984,SKU-102201,Audio,Lenovo,303,39,928,Headphone Model 984 by Lenovo,4.7,TRUE,2023-12-19T07:11:55.176
2202,Camera Model 135,SKU-102202,Cameras,Xiaomi,522,47,492,Camera Model 135 by Xiaomi,4,TRUE,2025-10-09T07:11:55.176
2203,Keyboard Model 721,SKU-102203,Computer Accessories,Acer,124,7,174,Keyboard Model 721 by Acer,2,TRUE,2024-01-22T07:11:55.176
2204,Smartphone Model 185,SKU-102204,Mobile Phones,HP,1385,28,779,Smartphone Model 185 by HP,1.8,TRUE,2023-12-18T07:11:55.176
2205,Monitor Model 316,SKU-102205,Computer Accessories,Dell,320,41,880,Monitor Model 316 by Dell,4.2,TRUE,2024-05-18T07:11:55.176
2206,Keyboard Model 328,SKU-102206,Computer Accessories,Asus,40,20,891,Keyboard Model 328 by Asus,3.2,TRUE,2024-06-26T07:11:55.176
2207,Mouse Model 702,SKU-102207,Computer Accessories,Logitech,211,23,584,Mouse Model 702 by Logitech,3,TRUE,2025-10-15T07:11:55.176
2208,Mouse Model 503,SKU-102208,Computer Accessories,Apple,288,47,145,Mouse Model 503 by Apple,4.6,TRUE,2024-05-18T07:11:55.176
2209,Headphone Model 630,SKU-102209,Audio,Dell,223,10,308,Headphone Model 630 by Dell,4.3,TRUE,2024-08-22T07:11:55.176
2210,Smartphone Model 256,SKU-102210,Mobile Phones,Sony,389,41,85,Smartphone Model 256 by Sony,3.7,TRUE,2025-03-30T07:11:55.176
2211,Keyboard Model 151,SKU-102211,Computer Accessories,HP,296,5,98,Keyboard Model 151 by HP,4.8,TRUE,2023-10-26T07:11:55.176
2212,Laptop Model 595,SKU-102212,Laptops,Lenovo,1026,15,505,Laptop Model 595 by Lenovo,3.6,TRUE,2023-08-17T07:11:55.176
2213,Printer Model 397,SKU-102213,Office Equipment,Acer,272,18,679,Printer Model 397 by Acer,4.2,TRUE,2025-12-21T07:11:55.176
2214,Laptop Model 498,SKU-102214,Laptops,Apple,1156,3,133,Laptop Model 498 by Apple,1.2,TRUE,2025-06-23T07:11:55.176
2215,Camera Model 341,SKU-102215,Cameras,Logitech,1678,28,350,Camera Model 341 by Logitech,2,TRUE,2025-07-18T07:11:55.176
2216,Camera Model 642,SKU-102216,Cameras,Samsung,662,47,718,Camera Model 642 by Samsung,1.4,TRUE,2026-01-15T07:11:55.176
2217,Tablet Model 285,SKU-102217,Tablets,Apple,1048,3,174,Tablet Model 285 by Apple,4.7,TRUE,2026-01-23T07:11:55.176
2218,Monitor Model 751,SKU-102218,Computer Accessories,Lenovo,78,49,190,Monitor Model 751 by Lenovo,3.3,TRUE,2025-07-02T07:11:55.176
2219,Smart Watch Model 606,SKU-102219,Wearables,Acer,405,23,812,Smart Watch Model 606 by Acer,3,TRUE,2024-09-07T07:11:55.176
2220,Camera Model 321,SKU-102220,Cameras,Xiaomi,1381,17,435,Camera Model 321 by Xiaomi,3.1,TRUE,2026-01-13T07:11:55.176
2221,Headphone Model 446,SKU-102221,Audio,Logitech,365,2,631,Headphone Model 446 by Logitech,4.3,TRUE,2025-09-08T07:11:55.176
2222,Keyboard Model 624,SKU-102222,Computer Accessories,Lenovo,268,18,942,Keyboard Model 624 by Lenovo,1.3,TRUE,2025-01-15T07:11:55.176
2223,Smart Watch Model 630,SKU-102223,Wearables,Sony,322,38,886,Smart Watch Model 630 by Sony,2.6,TRUE,2025-01-07T07:11:55.176
2224,Monitor Model 339,SKU-102224,Computer Accessories,Asus,261,12,404,Monitor Model 339 by Asus,2.4,TRUE,2024-06-21T07:11:55.176
2225,Tablet Model 779,SKU-102225,Tablets,Acer,589,12,868,Tablet Model 779 by Acer,2,TRUE,2023-07-26T07:11:55.176
2226,Mouse Model 143,SKU-102226,Computer Accessories,Sony,150,2,406,Mouse Model 143 by Sony,3.4,TRUE,2024-01-19T07:11:55.176
2227,Camera Model 678,SKU-102227,Cameras,Sony,688,5,182,Camera Model 678 by Sony,1.9,TRUE,2023-09-21T07:11:55.176
2228,Smart Watch Model 617,SKU-102228,Wearables,Acer,219,32,191,Smart Watch Model 617 by Acer,4.4,TRUE,2025-05-27T07:11:55.176
2229,Camera Model 902,SKU-102229,Cameras,Sony,1500,14,426,Camera Model 902 by Sony,4.8,TRUE,2025-04-11T07:11:55.176
2230,Mouse Model 522,SKU-102230,Computer Accessories,Sony,248,14,325,Mouse Model 522 by Sony,2.4,TRUE,2024-11-15T07:11:55.176
2231,Laptop Model 239,SKU-102231,Laptops,Logitech,2483,13,293,Laptop Model 239 by Logitech,1.3,TRUE,2025-09-17T07:11:55.176
2232,Keyboard Model 266,SKU-102232,Computer Accessories,Logitech,165,29,184,Keyboard Model 266 by Logitech,2,TRUE,2023-05-22T07:11:55.176
2233,Smartphone Model 457,SKU-102233,Mobile Phones,Samsung,352,13,914,Smartphone Model 457 by Samsung,3.5,TRUE,2025-12-04T07:11:55.176
2234,Tablet Model 532,SKU-102234,Tablets,Sony,526,0,69,Tablet Model 532 by Sony,2.8,TRUE,2026-01-03T07:11:55.176
2235,Smart Watch Model 509,SKU-102235,Wearables,Acer,584,13,641,Smart Watch Model 509 by Acer,2.6,TRUE,2025-08-24T07:11:55.176
2236,Printer Model 549,SKU-102236,Office Equipment,Samsung,893,45,171,Printer Model 549 by Samsung,4.1,TRUE,2025-03-18T07:11:55.176
2237,Headphone Model 781,SKU-102237,Audio,Acer,250,13,155,Headphone Model 781 by Acer,2,TRUE,2024-01-03T07:11:55.176
2238,Keyboard Model 157,SKU-102238,Computer Accessories,Asus,235,0,206,Keyboard Model 157 by Asus,4.9,TRUE,2024-12-31T07:11:55.176
2239,Printer Model 643,SKU-102239,Office Equipment,Asus,472,24,59,Printer Model 643 by Asus,2.6,TRUE,2025-01-24T07:11:55.176
2240,Printer Model 933,SKU-102240,Office Equipment,HP,798,33,283,Printer Model 933 by HP,2.9,TRUE,2024-02-28T07:11:55.176
2241,Mouse Model 852,SKU-102241,Computer Accessories,Lenovo,106,34,234,Mouse Model 852 by Lenovo,3,TRUE,2025-02-11T07:11:55.176
2242,Monitor Model 980,SKU-102242,Computer Accessories,Samsung,259,39,790,Monitor Model 980 by Samsung,1.9,TRUE,2023-05-08T07:11:55.176
2243,Keyboard Model 196,SKU-102243,Computer Accessories,Acer,79,8,580,Keyboard Model 196 by Acer,4.2,TRUE,2023-07-16T07:11:55.176
2244,Mouse Model 259,SKU-102244,Computer Accessories,Acer,65,35,665,Mouse Model 259 by Acer,4.8,TRUE,2023-07-30T07:11:55.176
2245,Tablet Model 468,SKU-102245,Tablets,Asus,569,7,910,Tablet Model 468 by Asus,4.3,TRUE,2024-10-26T07:11:55.176
2246,Headphone Model 151,SKU-102246,Audio,HP,346,12,826,Headphone Model 151 by HP,2.8,TRUE,2024-02-06T07:11:55.176
2247,Printer Model 521,SKU-102247,Office Equipment,Asus,618,20,978,Printer Model 521 by Asus,1.6,TRUE,2023-05-14T07:11:55.176
2248,Smartphone Model 866,SKU-102248,Mobile Phones,Logitech,875,9,208,Smartphone Model 866 by Logitech,4.9,TRUE,2024-04-20T07:11:55.176
2249,Tablet Model 976,SKU-102249,Tablets,Sony,204,5,324,Tablet Model 976 by Sony,4.2,TRUE,2025-11-06T07:11:55.176
2250,Printer Model 254,SKU-102250,Office Equipment,Logitech,281,14,47,Printer Model 254 by Logitech,1.5,TRUE,2024-08-30T07:11:55.176
2251,Mouse Model 767,SKU-102251,Computer Accessories,Acer,106,35,891,Mouse Model 767 by Acer,4,TRUE,2024-04-18T07:11:55.176
2252,Smart Watch Model 547,SKU-102252,Wearables,Lenovo,730,26,900,Smart Watch Model 547 by Lenovo,2.2,TRUE,2024-08-10T07:11:55.176
2253,Camera Model 792,SKU-102253,Cameras,HP,1601,47,995,Camera Model 792 by HP,3.8,TRUE,2026-01-21T07:11:55.176
2254,Tablet Model 817,SKU-102254,Tablets,Logitech,1027,2,497,Tablet Model 817 by Logitech,4.1,TRUE,2023-07-19T07:11:55.176
2255,Camera Model 392,SKU-102255,Cameras,Logitech,972,7,333,Camera Model 392 by Logitech,3.2,TRUE,2024-08-05T07:11:55.176
2256,Camera Model 443,SKU-102256,Cameras,Logitech,361,38,641,Camera Model 443 by Logitech,3.9,TRUE,2024-12-21T07:11:55.176
2257,Mouse Model 224,SKU-102257,Computer Accessories,Lenovo,238,10,261,Mouse Model 224 by Lenovo,1.8,TRUE,2024-01-27T07:11:55.176
2258,Mouse Model 389,SKU-102258,Computer Accessories,Lenovo,55,49,549,Mouse Model 389 by Lenovo,3.1,TRUE,2025-07-19T07:11:55.176
2259,Keyboard Model 665,SKU-102259,Computer Accessories,Asus,230,15,639,Keyboard Model 665 by Asus,1.5,TRUE,2023-05-12T07:11:55.176
2260,Smartphone Model 727,SKU-102260,Mobile Phones,Acer,611,24,169,Smartphone Model 727 by Acer,3.4,TRUE,2024-03-06T07:11:55.176
2261,Mouse Model 363,SKU-102261,Computer Accessories,Dell,62,31,971,Mouse Model 363 by Dell,1.5,TRUE,2025-04-12T07:11:55.176
2262,Headphone Model 834,SKU-102262,Audio,Samsung,259,29,617,Headphone Model 834 by Samsung,2,TRUE,2025-03-18T07:11:55.176
2263,Keyboard Model 586,SKU-102263,Computer Accessories,Asus,219,32,385,Keyboard Model 586 by Asus,1.1,TRUE,2026-01-03T07:11:55.176
2264,Tablet Model 240,SKU-102264,Tablets,Xiaomi,514,35,126,Tablet Model 240 by Xiaomi,1.6,TRUE,2025-05-27T07:11:55.176
2265,Monitor Model 772,SKU-102265,Computer Accessories,Xiaomi,33,44,386,Monitor Model 772 by Xiaomi,2.2,TRUE,2024-03-08T07:11:55.176
2266,Smart Watch Model 209,SKU-102266,Wearables,Asus,524,3,185,Smart Watch Model 209 by Asus,3.8,TRUE,2025-10-29T07:11:55.176
2267,Headphone Model 913,SKU-102267,Audio,Xiaomi,130,10,779,Headphone Model 913 by Xiaomi,1.3,TRUE,2024-07-18T07:11:55.176
2268,Headphone Model 657,SKU-102268,Audio,Samsung,62,41,159,Headphone Model 657 by Samsung,3.1,TRUE,2024-08-21T07:11:55.176
2269,Smartphone Model 250,SKU-102269,Mobile Phones,Asus,1202,37,48,Smartphone Model 250 by Asus,4.3,TRUE,2025-09-29T07:11:55.176
2270,Monitor Model 704,SKU-102270,Computer Accessories,Asus,321,4,981,Monitor Model 704 by Asus,1,TRUE,2024-01-14T07:11:55.176
2271,Monitor Model 586,SKU-102271,Computer Accessories,Acer,167,23,933,Monitor Model 586 by Acer,4.4,TRUE,2024-11-21T07:11:55.176
2272,Monitor Model 454,SKU-102272,Computer Accessories,Asus,247,34,271,Monitor Model 454 by Asus,3.8,TRUE,2024-11-02T07:11:55.176
2273,Printer Model 498,SKU-102273,Office Equipment,Xiaomi,831,29,837,Printer Model 498 by Xiaomi,3.7,TRUE,2023-05-16T07:11:55.176
2274,Headphone Model 218,SKU-102274,Audio,Apple,423,26,758,Headphone Model 218 by Apple,4.7,TRUE,2023-08-16T07:11:55.176
2275,Tablet Model 457,SKU-102275,Tablets,Xiaomi,785,32,716,Tablet Model 457 by Xiaomi,3.4,TRUE,2025-04-18T07:11:55.176
2276,Keyboard Model 958,SKU-102276,Computer Accessories,Sony,183,4,223,Keyboard Model 958 by Sony,4,TRUE,2025-05-14T07:11:55.176
2277,Smart Watch Model 586,SKU-102277,Wearables,Apple,414,33,975,Smart Watch Model 586 by Apple,4.7,TRUE,2023-11-29T07:11:55.176
2278,Keyboard Model 141,SKU-102278,Computer Accessories,Samsung,154,39,240,Keyboard Model 141 by Samsung,4.9,TRUE,2024-07-21T07:11:55.176
2279,Printer Model 223,SKU-102279,Office Equipment,Logitech,170,25,420,Printer Model 223 by Logitech,1.2,TRUE,2024-11-10T07:11:55.176
2280,Camera Model 808,SKU-102280,Cameras,Asus,1262,19,197,Camera Model 808 by Asus,2.1,TRUE,2024-03-24T07:11:55.176
2281,Tablet Model 155,SKU-102281,Tablets,Dell,637,15,357,Tablet Model 155 by Dell,4.7,TRUE,2023-12-31T07:11:55.176
2282,Keyboard Model 395,SKU-102282,Computer Accessories,Apple,305,19,481,Keyboard Model 395 by Apple,2.1,TRUE,2025-07-07T07:11:55.176
2283,Smartphone Model 890,SKU-102283,Mobile Phones,Logitech,1238,20,215,Smartphone Model 890 by Logitech,4.3,TRUE,2024-03-09T07:11:55.176
2284,Mouse Model 431,SKU-102284,Computer Accessories,HP,292,1,509,Mouse Model 431 by HP,2.8,TRUE,2025-03-30T07:11:55.176
2285,Smart Watch Model 339,SKU-102285,Wearables,Lenovo,404,12,703,Smart Watch Model 339 by Lenovo,2.8,TRUE,2025-11-06T07:11:55.176
2286,Camera Model 982,SKU-102286,Cameras,Samsung,720,34,999,Camera Model 982 by Samsung,2.8,FALSE,2024-10-29T07:11:55.176
2287,Camera Model 179,SKU-102287,Cameras,Sony,476,19,640,Camera Model 179 by Sony,3.1,TRUE,2023-10-15T07:11:55.176
2288,Monitor Model 520,SKU-102288,Computer Accessories,Xiaomi,103,34,989,Monitor Model 520 by Xiaomi,2.4,TRUE,2025-07-26T07:11:55.176
2289,Camera Model 808,SKU-102289,Cameras,Lenovo,427,34,545,Camera Model 808 by Lenovo,4.2,TRUE,2024-10-26T07:11:55.176
2290,Headphone Model 143,SKU-102290,Audio,Dell,357,9,144,Headphone Model 143 by Dell,4.6,TRUE,2023-06-03T07:11:55.176
2291,Keyboard Model 489,SKU-102291,Computer Accessories,Acer,158,3,781,Keyboard Model 489 by Acer,4.3,TRUE,2025-03-20T07:11:55.176
2292,Keyboard Model 122,SKU-102292,Computer Accessories,Acer,70,38,918,Keyboard Model 122 by Acer,1.6,TRUE,2023-05-19T07:11:55.176
2293,Monitor Model 749,SKU-102293,Computer Accessories,Apple,202,10,386,Monitor Model 749 by Apple,4.9,TRUE,2025-05-17T07:11:55.176
2294,Mouse Model 710,SKU-102294,Computer Accessories,HP,108,3,179,Mouse Model 710 by HP,3.7,TRUE,2025-11-23T07:11:55.176
2295,Smartphone Model 608,SKU-102295,Mobile Phones,Xiaomi,914,9,231,Smartphone Model 608 by Xiaomi,1.6,TRUE,2023-11-08T07:11:55.176
2296,Smart Watch Model 210,SKU-102296,Wearables,Dell,355,25,286,Smart Watch Model 210 by Dell,1.9,TRUE,2023-06-26T07:11:55.176
2297,Laptop Model 662,SKU-102297,Laptops,Lenovo,1426,20,316,Laptop Model 662 by Lenovo,4.5,TRUE,2025-01-08T07:11:55.176
2298,Mouse Model 992,SKU-102298,Computer Accessories,Acer,84,45,604,Mouse Model 992 by Acer,2.4,TRUE,2023-06-11T07:11:55.176
2299,Printer Model 874,SKU-102299,Office Equipment,Sony,211,2,736,Printer Model 874 by Sony,3.3,TRUE,2023-11-10T07:11:55.176
2300,Tablet Model 941,SKU-102300,Tablets,Apple,462,23,97,Tablet Model 941 by Apple,4.3,TRUE,2025-09-10T07:11:55.176
2301,Keyboard Model 640,SKU-102301,Computer Accessories,Lenovo,329,19,666,Keyboard Model 640 by Lenovo,3.9,TRUE,2023-11-29T07:11:55.176
2302,Tablet Model 602,SKU-102302,Tablets,Acer,317,39,541,Tablet Model 602 by Acer,2,TRUE,2024-12-23T07:11:55.176
2303,Headphone Model 211,SKU-102303,Audio,Samsung,212,18,769,Headphone Model 211 by Samsung,1.8,TRUE,2023-12-27T07:11:55.176
2304,Smart Watch Model 982,SKU-102304,Wearables,Lenovo,304,10,823,Smart Watch Model 982 by Lenovo,5,TRUE,2024-05-05T07:11:55.176
2305,Mouse Model 623,SKU-102305,Computer Accessories,HP,51,18,913,Mouse Model 623 by HP,3.7,TRUE,2023-05-04T07:11:55.176
2306,Camera Model 367,SKU-102306,Cameras,Sony,1100,43,720,Camera Model 367 by Sony,2.1,TRUE,2025-04-08T07:11:55.176
2307,Laptop Model 632,SKU-102307,Laptops,Acer,2187,43,726,Laptop Model 632 by Acer,3.8,TRUE,2024-02-01T07:11:55.176
2308,Keyboard Model 136,SKU-102308,Computer Accessories,Samsung,70,3,592,Keyboard Model 136 by Samsung,2.5,TRUE,2025-02-25T07:11:55.176
2309,Laptop Model 199,SKU-102309,Laptops,Logitech,3028,0,60,Laptop Model 199 by Logitech,4,TRUE,2023-11-05T07:11:55.176
2310,Tablet Model 649,SKU-102310,Tablets,Acer,933,0,393,Tablet Model 649 by Acer,4.3,TRUE,2025-05-28T07:11:55.176
2311,Keyboard Model 761,SKU-102311,Computer Accessories,Asus,267,22,287,Keyboard Model 761 by Asus,2.7,TRUE,2025-07-04T07:11:55.176
2312,Camera Model 657,SKU-102312,Cameras,Samsung,1675,34,986,Camera Model 657 by Samsung,2,TRUE,2024-09-02T07:11:55.176
2313,Smartphone Model 595,SKU-102313,Mobile Phones,Samsung,709,28,151,Smartphone Model 595 by Samsung,4.8,TRUE,2024-03-23T07:11:55.176
2314,Mouse Model 232,SKU-102314,Computer Accessories,Asus,323,10,488,Mouse Model 232 by Asus,1.3,TRUE,2024-07-25T07:11:55.176
2315,Laptop Model 203,SKU-102315,Laptops,Dell,2997,34,691,Laptop Model 203 by Dell,4.1,TRUE,2023-06-19T07:11:55.176
2316,Tablet Model 969,SKU-102316,Tablets,Apple,748,4,980,Tablet Model 969 by Apple,1.7,TRUE,2023-06-18T07:11:55.176
2317,Mouse Model 793,SKU-102317,Computer Accessories,Asus,57,4,959,Mouse Model 793 by Asus,1.1,TRUE,2024-04-29T07:11:55.176
2318,Printer Model 564,SKU-102318,Office Equipment,Apple,514,16,844,Printer Model 564 by Apple,3,TRUE,2025-06-24T07:11:55.178
2319,Tablet Model 997,SKU-102319,Tablets,Apple,1121,27,492,Tablet Model 997 by Apple,1.2,TRUE,2024-11-02T07:11:55.178
2320,Monitor Model 767,SKU-102320,Computer Accessories,Samsung,180,21,580,Monitor Model 767 by Samsung,2.6,TRUE,2026-01-16T07:11:55.178
2321,Tablet Model 220,SKU-102321,Tablets,Acer,599,28,756,Tablet Model 220 by Acer,3,TRUE,2025-01-11T07:11:55.178
2322,Camera Model 493,SKU-102322,Cameras,Acer,954,49,51,Camera Model 493 by Acer,4.5,TRUE,2023-08-27T07:11:55.178
2323,Smartphone Model 603,SKU-102323,Mobile Phones,Acer,1427,11,570,Smartphone Model 603 by Acer,2.4,TRUE,2025-05-02T07:11:55.178
